"","Type","Date","Part of a policing operation","Policing operation","Gender","Age range","Self-defined ethnicity","Officer-defined ethnicity","Legislation","Object of search","Outcome","Outcome linked to object of search","Removal of more than just outer clothing","label","name","code"
"209","Person and Vehicle search",2019-06-15 00:10:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001049E01005249","Manchester 005C","E01005249"
"210","Vehicle search",2019-06-15 08:45:00,FALSE,NA,NA,NA,NA,NA,"Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Arrest",FALSE,FALSE,"E08000003E02001080E01005310","Manchester 036C","E01005310"
"211","Person and Vehicle search",2019-06-15 12:40:00,FALSE,NA,"Male","over 34","Other ethnic group - Not stated","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001062E01005062","Manchester 018B","E01005062"
"212","Person search",2019-06-15 12:55:00,FALSE,NA,"Male","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001062E01005062","Manchester 018B","E01005062"
"213","Person search",2019-06-15 17:00:00,FALSE,NA,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001053E01005202","Manchester 009A","E01005202"
"214","Person search",2019-06-15 18:04:00,TRUE,NA,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001053E01005227","Manchester 009D","E01005227"
"215","Person search",2019-06-15 18:28:00,TRUE,NA,NA,"25-34","Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001053E01005227","Manchester 009D","E01005227"
"216","Person search",2019-06-15 19:01:00,TRUE,NA,NA,NA,"Other ethnic group - Arab","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"217","Person search",2019-06-15 19:01:00,TRUE,NA,NA,NA,"Other ethnic group - Arab","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"218","Person search",2019-06-15 19:01:00,TRUE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"219","Person search",2019-06-15 19:20:00,TRUE,NA,NA,NA,"Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"220","Person search",2019-06-15 19:20:00,TRUE,NA,NA,NA,"Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"221","Person search",2019-06-15 19:20:00,TRUE,NA,NA,NA,"Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"222","Person search",2019-06-15 19:20:00,TRUE,NA,NA,NA,"Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"223","Person search",2019-06-15 19:20:00,TRUE,NA,NA,NA,"Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"224","Person search",2019-06-15 20:50:00,TRUE,NA,NA,"over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001053E01005202","Manchester 009A","E01005202"
"225","Person search",2019-06-15 20:50:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001053E01005202","Manchester 009A","E01005202"
"226","Person search",2019-06-15 21:40:00,TRUE,NA,"Male","25-34","Mixed/Multiple ethnic groups - White and Black Caribbean","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001053E01005202","Manchester 009A","E01005202"
"227","Person search",2019-06-15 23:55:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"228","Person search",2019-06-16 04:00:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",FALSE,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"229","Person search",2019-06-16 04:00:00,TRUE,NA,"Male",NA,"Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"230","Person search",2019-06-16 04:30:00,FALSE,NA,NA,NA,"White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02006914E01033662","Manchester 057C","E01033662"
"231","Vehicle search",2019-06-16 08:00:00,FALSE,NA,NA,NA,NA,NA,"Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001053E01033679","Manchester 009G","E01033679"
"232","Person search",2019-06-16 10:10:00,TRUE,NA,NA,"18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"233","Person search",2019-06-16 10:31:00,TRUE,NA,"Male","over 34","Other ethnic group - Not stated","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"234","Person and Vehicle search",2019-06-16 14:34:00,FALSE,NA,"Male",NA,"Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001065E01005193","Manchester 021E","E01005193"
"235","Person and Vehicle search",2019-06-16 14:34:00,FALSE,NA,"Male",NA,"Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001065E01005193","Manchester 021E","E01005193"
"236","Person and Vehicle search",2019-06-16 14:34:00,FALSE,NA,NA,NA,"White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001065E01005193","Manchester 021E","E01005193"
"237","Person and Vehicle search",2019-06-16 14:34:00,FALSE,NA,NA,NA,"White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001065E01005193","Manchester 021E","E01005193"
"238","Person and Vehicle search",2019-06-16 14:34:00,FALSE,NA,NA,NA,"White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001065E01005193","Manchester 021E","E01005193"
"239","Person search",2019-06-16 15:20:00,TRUE,NA,"Male",NA,"Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"240","Person search",2019-06-16 15:20:00,TRUE,NA,"Male",NA,"Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"241","Person search",2019-06-16 17:28:00,TRUE,NA,"Female","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"242","Person search",2019-06-16 19:08:00,TRUE,NA,NA,"10-17","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"243","Person search",2019-06-16 19:11:00,TRUE,NA,NA,"10-17","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"244","Person search",2019-06-16 19:11:00,TRUE,NA,"Male","25-34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"245","Person search",2019-06-16 19:25:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"246","Person search",2019-06-16 19:35:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"247","Person search",2019-06-16 19:38:00,TRUE,NA,"Female","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"248","Person search",2019-06-16 19:40:00,TRUE,NA,"Female","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"249","Person search",2019-06-16 21:10:00,FALSE,NA,"Male","over 34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001063E01005208","Manchester 019A","E01005208"
"250","Person search",2019-06-16 21:14:00,FALSE,NA,"Male","over 34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001063E01005208","Manchester 019A","E01005208"
"251","Person search",2019-06-16 21:30:00,FALSE,NA,"Female","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006914E01005212","Manchester 057A","E01005212"
"252","Person and Vehicle search",2019-06-16 23:20:00,TRUE,NA,"Male","18-24","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,TRUE,"E08000003E02006917E01033677","Manchester 060A","E01033677"
"253","Person and Vehicle search",2019-06-16 23:20:00,FALSE,NA,NA,"25-34","Black/African/Caribbean/Black British - African",NA,"Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,TRUE,"E08000003E02006917E01033677","Manchester 060A","E01033677"
"254","Person search",2019-06-17 01:47:00,FALSE,NA,NA,"over 34","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001045E01005099","Manchester 001B","E01005099"
"255","Person search",2019-06-17 03:51:00,FALSE,NA,NA,"over 34","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02001045E01005099","Manchester 001B","E01005099"
"256","Vehicle search",2019-06-17 12:15:00,FALSE,NA,NA,NA,NA,NA,"Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001052E01005165","Manchester 008D","E01005165"
"257","Vehicle search",2019-06-17 12:15:00,FALSE,NA,NA,NA,NA,NA,"Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001052E01005165","Manchester 008D","E01005165"
"258","Person search",2019-06-17 17:30:00,TRUE,NA,NA,"25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"259","Person search",2019-06-17 17:42:00,TRUE,NA,"Male","18-24","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"260","Person search",2019-06-17 17:42:00,TRUE,NA,"Male","18-24","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"261","Person search",2019-06-17 17:42:00,TRUE,NA,NA,"10-17","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"262","Person search",2019-06-17 17:50:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"263","Person search",2019-06-17 17:52:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"264","Person search",2019-06-17 18:32:00,TRUE,NA,NA,"10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"265","Person search",2019-06-17 18:55:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001066E01033657","Manchester 022G","E01033657"
"266","Person search",2019-06-17 19:25:00,TRUE,NA,"Male",NA,"Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"267","Person search",2019-06-17 19:25:00,TRUE,NA,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"268","Person search",2019-06-17 19:29:00,TRUE,NA,"Male","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001066E01033657","Manchester 022G","E01033657"
"269","Person search",2019-06-17 20:00:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001066E01033657","Manchester 022G","E01033657"
"270","Person search",2019-06-17 20:05:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001066E01033657","Manchester 022G","E01033657"
"271","Person search",2019-06-18 17:50:00,TRUE,NA,"Male","25-34","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033659","Manchester 055D","E01033659"
"272","Person search",2019-06-18 18:38:00,TRUE,NA,"Female","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"273","Person search",2019-06-18 22:57:00,TRUE,NA,"Male",NA,"Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"274","Person search",2019-06-18 22:57:00,TRUE,NA,"Male",NA,"Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"275","Person and Vehicle search",2019-06-18 23:00:00,FALSE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001092E01005117","Manchester 048E","E01005117"
"276","Person and Vehicle search",2019-06-18 23:00:00,FALSE,NA,NA,NA,"Mixed/Multiple ethnic groups - White and Black African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001092E01005117","Manchester 048E","E01005117"
"277","Person and Vehicle search",2019-06-18 23:00:00,FALSE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001092E01005117","Manchester 048E","E01005117"
"278","Person search",2019-06-19 01:20:00,FALSE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001055E01005256","Manchester 011A","E01005256"
"279","Person search",2019-06-19 10:15:00,TRUE,NA,"Male",NA,"Other ethnic group - Arab","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"280","Person search",2019-06-19 10:41:00,TRUE,NA,"Male","25-34","Other ethnic group - Arab","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"281","Person search",2019-06-19 10:41:00,TRUE,NA,"Male",NA,"Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Community resolution",TRUE,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"282","Person search",2019-06-19 15:15:00,FALSE,NA,"Male","10-17","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Summons / charged by post",TRUE,FALSE,"E08000003E02001081E01005082","Manchester 037A","E01005082"
"283","Person search",2019-06-19 15:15:00,FALSE,NA,"Male","10-17","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001081E01005082","Manchester 037A","E01005082"
"284","Person search",2019-06-19 15:15:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001081E01005082","Manchester 037A","E01005082"
"285","Person search",2019-06-19 15:19:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"286","Person search",2019-06-19 17:27:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Firearms","Community resolution",TRUE,FALSE,"E08000003E02001093E01005295","Manchester 049E","E01005295"
"287","Person search",2019-06-19 17:29:00,TRUE,NA,"Male",NA,"Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"288","Person search",2019-06-19 19:10:00,FALSE,NA,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001062E01005065","Manchester 018D","E01005065"
"289","Person search",2019-06-19 19:10:00,FALSE,NA,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001062E01005065","Manchester 018D","E01005065"
"290","Person search",2019-06-19 19:10:00,FALSE,NA,"Male","10-17","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001062E01005065","Manchester 018D","E01005065"
"291","Person search",2019-06-19 19:18:00,TRUE,NA,NA,"18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"292","Person search",2019-06-19 19:26:00,TRUE,NA,"Male",NA,"White - Any other White background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"293","Person search",2019-06-19 19:56:00,TRUE,NA,"Male",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
